#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NDUFAF3	NDUFA6	9606.ENSP00000323076	9606.ENSP00000482543	0	0	0	0	0.065	0	0.893	0.294	0.923
NDUFS6	UQCRC1	9606.ENSP00000274137	9606.ENSP00000203407	0	0	0	0	0.516	0.966	0	0.478	0.990
NDUFS6	NDUFAF3	9606.ENSP00000274137	9606.ENSP00000323076	0	0	0	0	0.201	0	0.838	0.631	0.948
NDUFS6	NDUFA6	9606.ENSP00000274137	9606.ENSP00000482543	0	0	0	0	0.921	0.998	0.967	0.913	0.999
NELFE	IGHMBP2	9606.ENSP00000364578	9606.ENSP00000255078	0	0	0	0	0.067	0.786	0	0	0.791
NELFE	CCNT1	9606.ENSP00000364578	9606.ENSP00000261900	0	0	0	0	0.109	0.132	0.900	0.635	0.968
NELFE	TCEA2	9606.ENSP00000364578	9606.ENSP00000343515	0	0	0	0	0.055	0.094	0.900	0.261	0.928
NFATC3	MEF2D	9606.ENSP00000300659	9606.ENSP00000271555	0	0	0	0	0.064	0	0.900	0.275	0.926
NFKBIL1	ATP6V1G2	9606.ENSP00000365318	9606.ENSP00000302194	0	0	0	0	0	0	0	0.916	0.916
NFKBIL1	LST1	9606.ENSP00000365318	9606.ENSP00000365261	0	0	0	0	0	0	0	0.716	0.716
NICN1	TTLL1	9606.ENSP00000273598	9606.ENSP00000266254	0	0	0	0	0.089	0.785	0.800	0.482	0.977
NICN1	AMT	9606.ENSP00000273598	9606.ENSP00000273588	0	0.624	0	0	0.269	0	0	0.200	0.761
NID2	LAMB2	9606.ENSP00000216286	9606.ENSP00000307156	0	0	0	0	0.100	0.180	0.500	0.403	0.750
NKX3-1	KLK3	9606.ENSP00000370253	9606.ENSP00000314151	0	0	0	0	0.075	0	0	0.772	0.780
NKX3-1	MSMB	9606.ENSP00000370253	9606.ENSP00000463092	0	0	0	0	0.108	0	0	0.703	0.723
NOLC1	POLR1A	9606.ENSP00000385410	9606.ENSP00000263857	0	0	0	0	0.620	0.510	0	0.862	0.972
NOLC1	PDCD11	9606.ENSP00000385410	9606.ENSP00000358812	0	0	0	0	0.725	0	0	0.085	0.738
NOTCH4	NUMBL	9606.ENSP00000364163	9606.ENSP00000252891	0	0	0	0	0.044	0.091	0.900	0.521	0.952
NOTCH4	PSEN2	9606.ENSP00000364163	9606.ENSP00000355747	0	0	0	0	0	0.095	0.650	0.281	0.752
NOTCH4	PBX2	9606.ENSP00000364163	9606.ENSP00000364190	0	0.031	0	0	0.042	0	0	0.738	0.738
NPRL2	SESN1	9606.ENSP00000232501	9606.ENSP00000393762	0	0	0	0	0.050	0	0.500	0.534	0.759
NR1H2	SREBF1	9606.ENSP00000499121	9606.ENSP00000348069	0	0	0	0	0.049	0.292	0.500	0.696	0.884
NR1H2	RXRB	9606.ENSP00000499121	9606.ENSP00000363817	0	0	0	0.691	0.120	0.980	0.500	0.315	0.993
NSUN4	MRPL21	9606.ENSP00000419740	9606.ENSP00000354580	0.047	0	0	0	0.068	0.800	0	0.212	0.841
NSUN4	MRPL18	9606.ENSP00000419740	9606.ENSP00000356001	0	0	0	0	0.059	0.800	0	0	0.803
NSUN4	MRPL9	9606.ENSP00000419740	9606.ENSP00000357823	0	0	0	0	0.062	0.800	0	0	0.804
NSUN4	MRPL45	9606.ENSP00000419740	9606.ENSP00000484903	0	0	0	0	0.049	0.800	0	0.101	0.814
NSUN4	MTERF4	9606.ENSP00000419740	9606.ENSP00000480378	0	0	0	0	0.082	0.972	0.900	0.997	0.999
NT5C2	ADSL	9606.ENSP00000339479	9606.ENSP00000485525	0	0	0	0	0.049	0.173	0.900	0.196	0.928
NTAN1	UBR2	9606.ENSP00000287706	9606.ENSP00000361990	0	0	0	0	0	0.292	0	0.636	0.731
NUMBL	NOTCH4	9606.ENSP00000252891	9606.ENSP00000364163	0	0	0	0	0.044	0.091	0.900	0.521	0.952
NUMBL	EPS15	9606.ENSP00000252891	9606.ENSP00000360798	0	0	0	0	0	0.126	0	0.985	0.987
NUP160	AAAS	9606.ENSP00000367721	9606.ENSP00000209873	0	0	0	0	0.126	0.800	0.500	0.511	0.951
NUP160	XPOT	9606.ENSP00000367721	9606.ENSP00000327821	0	0	0	0	0.271	0	0.400	0.517	0.770
P4HTM	PHC3	9606.ENSP00000341422	9606.ENSP00000420294	0	0	0	0	0	0	0	0.825	0.825
PBX2	HOXA10	9606.ENSP00000364190	9606.ENSP00000283921	0	0	0	0	0	0.291	0	0.795	0.848
PBX2	HOXA9	9606.ENSP00000364190	9606.ENSP00000343619	0	0	0	0	0	0.476	0	0.687	0.829
PBX2	NOTCH4	9606.ENSP00000364190	9606.ENSP00000364163	0	0.031	0	0	0.042	0	0	0.738	0.738
PBX2	AGPAT1	9606.ENSP00000364190	9606.ENSP00000378877	0	0	0	0	0.061	0	0	0.805	0.809
PCBP2	SF3B2	9606.ENSP00000352438	9606.ENSP00000318861	0	0	0	0	0.299	0.488	0	0.532	0.817
PCGF6	CBX7	9606.ENSP00000358862	9606.ENSP00000216133	0	0	0	0	0	0.756	0.900	0.613	0.989
PCGF6	EHMT2	9606.ENSP00000358862	9606.ENSP00000379078	0	0	0	0	0	0.045	0.500	0.538	0.760
PCGF6	UBAP2L	9606.ENSP00000358862	9606.ENSP00000389445	0	0	0	0	0	0	0.900	0	0.900
PCGF6	CDC23	9606.ENSP00000358862	9606.ENSP00000378350	0	0	0	0	0.085	0.075	0.900	0.074	0.911
PCGF6	PHC3	9606.ENSP00000358862	9606.ENSP00000420294	0	0	0	0	0	0.281	0.900	0.647	0.972
PDCD11	MRPS10	9606.ENSP00000358812	9606.ENSP00000053468	0.063	0	0	0	0.834	0.831	0	0.347	0.980
PDCD11	SEC61A1	9606.ENSP00000358812	9606.ENSP00000243253	0.054	0	0	0	0.828	0	0	0.200	0.859
PDCD11	POLR1A	9606.ENSP00000358812	9606.ENSP00000263857	0	0	0	0	0.943	0.624	0	0.349	0.985
PDCD11	RRP7A	9606.ENSP00000358812	9606.ENSP00000321449	0	0	0	0	0.287	0.970	0.500	0.785	0.997
PDCD11	MRPL21	9606.ENSP00000358812	9606.ENSP00000354580	0.059	0	0	0	0.824	0.898	0	0.353	0.987
PDCD11	MRPL9	9606.ENSP00000358812	9606.ENSP00000357823	0.073	0	0	0	0.719	0.898	0	0.353	0.980
PDCD11	VARS2	9606.ENSP00000358812	9606.ENSP00000441000	0.046	0	0	0	0.580	0	0	0.348	0.716
PDCD11	NOLC1	9606.ENSP00000358812	9606.ENSP00000385410	0	0	0	0	0.725	0	0	0.085	0.738
PDCD11	NCOA6	9606.ENSP00000358812	9606.ENSP00000363929	0	0	0	0	0.293	0.639	0	0.133	0.759
PDCD11	VARS1	9606.ENSP00000358812	9606.ENSP00000364815	0.049	0	0	0	0.709	0	0	0.353	0.805
PDCD11	RPL7L1	9606.ENSP00000358812	9606.ENSP00000418221	0	0	0	0	0.683	0.548	0	0.252	0.883
PDCD11	AATF	9606.ENSP00000358812	9606.ENSP00000477848	0	0	0	0	0.578	0.966	0	0.319	0.989
PDCD11	DDX52	9606.ENSP00000358812	9606.ENSP00000479504	0	0	0	0	0.452	0.562	0.800	0.917	0.995
PDLIM5	ACTN4	9606.ENSP00000480359	9606.ENSP00000252699	0	0	0	0	0.103	0.306	0	0.608	0.735
PDLIM5	EHBP1	9606.ENSP00000480359	9606.ENSP00000263991	0	0	0	0	0.075	0.127	0.540	0.328	0.717
PGBD1	ZKSCAN4	9606.ENSP00000259883	9606.ENSP00000366509	0	0	0	0.618	0.067	0.783	0	0.275	0.840
PHB	IMMT	9606.ENSP00000479488	9606.ENSP00000387262	0	0	0	0	0.201	0.174	0	0.638	0.741
PHC3	CBX7	9606.ENSP00000420294	9606.ENSP00000216133	0	0	0	0	0	0.851	0.900	0.580	0.993
PHC3	P4HTM	9606.ENSP00000420294	9606.ENSP00000341422	0	0	0	0	0	0	0	0.825	0.825
PHC3	PCGF6	9606.ENSP00000420294	9606.ENSP00000358862	0	0	0	0	0	0.281	0.900	0.647	0.972
PHC3	CLIC1	9606.ENSP00000420294	9606.ENSP00000364935	0	0	0	0	0	0	0	0.717	0.717
PHC3	CDC23	9606.ENSP00000420294	9606.ENSP00000378350	0	0	0	0	0	0	0.900	0	0.900
PHC3	UBAP2L	9606.ENSP00000420294	9606.ENSP00000389445	0	0	0	0	0	0	0.900	0.056	0.901
PI4KB	PIK3C2B	9606.ENSP00000357869	9606.ENSP00000356155	0	0	0	0.572	0.067	0	0.900	0.189	0.917
PI4KB	GBF1	9606.ENSP00000357869	9606.ENSP00000359000	0	0	0	0	0.164	0.084	0	0.690	0.742
PI4KB	PIP5K1A	9606.ENSP00000357869	9606.ENSP00000357883	0	0	0	0	0.137	0.071	0.932	0.539	0.971
PIK3C2B	PI4KB	9606.ENSP00000356155	9606.ENSP00000357869	0	0	0	0.572	0.067	0	0.900	0.189	0.917
PIK3C2B	PIP5K1A	9606.ENSP00000356155	9606.ENSP00000357883	0	0	0	0	0.080	0	0.900	0.214	0.921
PIP5K1A	ACTN4	9606.ENSP00000357883	9606.ENSP00000252699	0	0	0	0	0.063	0	0.900	0.065	0.904
PIP5K1A	PIK3C2B	9606.ENSP00000357883	9606.ENSP00000356155	0	0	0	0	0.080	0	0.900	0.214	0.921
PIP5K1A	PI4KB	9606.ENSP00000357883	9606.ENSP00000357869	0	0	0	0	0.137	0.071	0.932	0.539	0.971
PIP5K1A	RHOA	9606.ENSP00000357883	9606.ENSP00000400175	0	0	0	0	0.042	0.084	0.900	0.221	0.922
PLEKHO1	SMURF1	9606.ENSP00000358120	9606.ENSP00000354621	0	0	0	0	0	0.820	0	0.690	0.941
PLEKHO1	VPS45	9606.ENSP00000358120	9606.ENSP00000495563	0	0.640	0	0	0.042	0	0	0.221	0.708
PLXNB1	PLXND1	9606.ENSP00000351338	9606.ENSP00000317128	0	0	0	0.797	0.049	0	0.540	0.461	0.743
PLXNB1	RHOA	9606.ENSP00000351338	9606.ENSP00000400175	0	0	0	0	0	0.345	0.500	0.537	0.835
PLXNB1	SEMA3B	9606.ENSP00000351338	9606.ENSP00000480680	0	0	0	0	0.121	0.191	0	0.811	0.854
PLXND1	SEMA3F	9606.ENSP00000317128	9606.ENSP00000002829	0	0	0	0	0.074	0.186	0	0.673	0.732
PLXND1	SEMA3B	9606.ENSP00000317128	9606.ENSP00000480680	0	0	0	0	0.059	0.191	0	0.685	0.739
PLXND1	PLXNB1	9606.ENSP00000317128	9606.ENSP00000351338	0	0	0	0.797	0.049	0	0.540	0.461	0.743
PLXND1	SEMA6C	9606.ENSP00000317128	9606.ENSP00000357909	0	0	0	0	0.064	0.225	0	0.682	0.749
PLXND1	PODXL2	9606.ENSP00000317128	9606.ENSP00000345359	0	0	0	0	0.058	0	0	0.828	0.831
PLXND1	TMCC1	9606.ENSP00000317128	9606.ENSP00000376930	0	0	0	0	0	0	0	0.845	0.845
PNPO	YJEFN3	9606.ENSP00000493302	9606.ENSP00000426964	0.052	0.899	0	0	0	0	0	0.073	0.904
PODXL2	PLXND1	9606.ENSP00000345359	9606.ENSP00000317128	0	0	0	0	0.058	0	0	0.828	0.831
PODXL2	TMCC1	9606.ENSP00000345359	9606.ENSP00000376930	0	0	0	0	0.132	0.071	0	0.875	0.890
POLD1	RAD51C	9606.ENSP00000472445	9606.ENSP00000336701	0.054	0	0	0	0.090	0.186	0.400	0.622	0.812
POLD1	RTEL1	9606.ENSP00000472445	9606.ENSP00000353332	0.042	0	0	0	0.198	0.071	0.500	0.573	0.819
POLD1	RAD51B	9606.ENSP00000472445	9606.ENSP00000419881	0.054	0	0	0	0.062	0.307	0.400	0.469	0.768
POLD1	MUTYH	9606.ENSP00000472445	9606.ENSP00000500891	0.111	0	0	0	0.138	0	0	0.868	0.890
POLDIP3	SHC1	9606.ENSP00000397927	9606.ENSP00000401303	0	0	0	0	0.060	0	0	0.852	0.854
POLDIP3	DDX39B	9606.ENSP00000397927	9606.ENSP00000416269	0	0	0	0	0.126	0.702	0.500	0.964	0.994
POLI	POLR1A	9606.ENSP00000462664	9606.ENSP00000263857	0	0	0	0	0	0	0	0.809	0.809
POLI	ZNRD1	9606.ENSP00000462664	9606.ENSP00000331111	0	0	0	0	0	0	0	0.810	0.810
POLI	TCEA2	9606.ENSP00000462664	9606.ENSP00000343515	0	0	0	0	0.056	0	0	0.732	0.736
POLR1A	MRPS10	9606.ENSP00000263857	9606.ENSP00000053468	0.111	0	0	0	0.405	0.476	0	0.279	0.773
POLR1A	SEC61A1	9606.ENSP00000263857	9606.ENSP00000243253	0.111	0	0	0	0.691	0	0	0.281	0.785
POLR1A	MRPL9	9606.ENSP00000263857	9606.ENSP00000357823	0	0	0	0	0.309	0.440	0	0.349	0.726
POLR1A	VARS1	9606.ENSP00000263857	9606.ENSP00000364815	0.042	0	0	0	0.440	0.431	0	0.351	0.775
POLR1A	RPL7L1	9606.ENSP00000263857	9606.ENSP00000418221	0.095	0	0	0	0.611	0.306	0	0.256	0.794
POLR1A	POLI	9606.ENSP00000263857	9606.ENSP00000462664	0	0	0	0	0	0	0	0.809	0.809
POLR1A	NOLC1	9606.ENSP00000263857	9606.ENSP00000385410	0	0	0	0	0.620	0.510	0	0.862	0.972
POLR1A	PDCD11	9606.ENSP00000263857	9606.ENSP00000358812	0	0	0	0	0.943	0.624	0	0.349	0.985
POLR1A	ZNRD1	9606.ENSP00000263857	9606.ENSP00000331111	0	0	0	0	0.320	0.997	0.800	0.718	0.999
POP5	RPP21	9606.ENSP00000350098	9606.ENSP00000409799	0	0	0	0	0.157	0.997	0.900	0.513	0.999
POU5F1	TBX3	9606.ENSP00000259915	9606.ENSP00000257566	0	0	0	0	0.064	0.091	0	0.890	0.898
POU5F1	TCF19	9606.ENSP00000259915	9606.ENSP00000365433	0	0	0	0	0.055	0	0	0.706	0.710
POU5F1	SETDB1	9606.ENSP00000259915	9606.ENSP00000271640	0	0	0	0	0.062	0.300	0	0.632	0.738
POU5F1	H4C14	9606.ENSP00000259915	9606.ENSP00000462667	0	0	0	0	0	0.802	0	0.064	0.807
POU5F1	H4C8	9606.ENSP00000259915	9606.ENSP00000489236	0	0	0	0	0.045	0.802	0	0.064	0.808
POU5F1	H2BC11	9606.ENSP00000259915	9606.ENSP00000476136	0	0	0	0	0.062	0.800	0	0.189	0.834
POU5F1	MYC	9606.ENSP00000259915	9606.ENSP00000478887	0	0	0	0	0.082	0.226	0	0.943	0.956
POU5F1	POU5F1B	9606.ENSP00000259915	9606.ENSP00000419298	0	0	0.047	0.986	0.711	0	0.900	0.051	0.970
POU5F1B	POU5F1	9606.ENSP00000419298	9606.ENSP00000259915	0	0	0.047	0.986	0.711	0	0.900	0.051	0.970
PPFIA1	LTO1	9606.ENSP00000253925	9606.ENSP00000279147	0	0	0	0	0.095	0	0	0.740	0.755
PPFIA1	KIF1A	9606.ENSP00000253925	9606.ENSP00000438388	0	0	0	0	0.071	0.105	0	0.816	0.834
PPFIA1	UNC13B	9606.ENSP00000253925	9606.ENSP00000479261	0	0	0	0	0	0.071	0.500	0.858	0.928
PPIL3	DHX38	9606.ENSP00000286175	9606.ENSP00000268482	0	0	0	0	0.069	0.098	0.800	0.067	0.822
PPIL3	DHX16	9606.ENSP00000286175	9606.ENSP00000365625	0	0	0	0	0.072	0.098	0.800	0.067	0.823
PPIL3	DDX39B	9606.ENSP00000286175	9606.ENSP00000416269	0	0	0	0	0.141	0.125	0.800	0.064	0.840
PPP1CA	PPP1R14A	9606.ENSP00000326031	9606.ENSP00000301242	0	0	0	0	0	0	0.900	0.516	0.949
PPP1CA	RUVBL1	9606.ENSP00000326031	9606.ENSP00000318297	0	0	0	0	0.186	0.655	0	0.139	0.737
PPP1CA	CPSF1	9606.ENSP00000326031	9606.ENSP00000484669	0	0	0	0	0.068	0.718	0.650	0.254	0.922
PPP1CA	PPP1R18	9606.ENSP00000326031	9606.ENSP00000480270	0	0	0	0	0.066	0.742	0	0.833	0.956
PPP1CA	PPP1R10	9606.ENSP00000326031	9606.ENSP00000365694	0	0	0	0	0.058	0.855	0.720	0.762	0.989
PPP1R10	PPP1CA	9606.ENSP00000365694	9606.ENSP00000326031	0	0	0	0	0.058	0.855	0.720	0.762	0.989
PPP1R14A	C19orf33	9606.ENSP00000301242	9606.ENSP00000301246	0	0	0	0	0.083	0	0	0.770	0.780
PPP1R14A	RHOA	9606.ENSP00000301242	9606.ENSP00000400175	0	0	0	0	0	0	0.500	0.631	0.807
PPP1R14A	PPP1CA	9606.ENSP00000301242	9606.ENSP00000326031	0	0	0	0	0	0	0.900	0.516	0.949
PPP1R18	PPP1CA	9606.ENSP00000480270	9606.ENSP00000326031	0	0	0	0	0.066	0.742	0	0.833	0.956
PPRC1	DHX38	9606.ENSP00000278070	9606.ENSP00000268482	0	0	0	0	0.196	0.637	0	0.137	0.726
PPT2	EGFL8	9606.ENSP00000354608	9606.ENSP00000378888	0	0.214	0	0	0.249	0.045	0	0.550	0.712
PRKAG1	ACACA	9606.ENSP00000323867	9606.ENSP00000483300	0.041	0	0	0	0.042	0.308	0.900	0.385	0.953
PRPF3	RBM39	9606.ENSP00000315379	9606.ENSP00000253363	0	0	0	0	0.144	0.690	0	0.108	0.743
PRPF3	USP4	9606.ENSP00000315379	9606.ENSP00000265560	0	0	0	0	0.255	0.594	0	0.653	0.885
PRPF3	PRPF6	9606.ENSP00000315379	9606.ENSP00000266079	0	0	0	0	0.203	0.997	0.900	0.987	0.999
PRPF3	DHX38	9606.ENSP00000315379	9606.ENSP00000268482	0	0	0	0	0.259	0.126	0	0.689	0.781
PRPF3	SF3B4	9606.ENSP00000315379	9606.ENSP00000271628	0	0	0	0	0.248	0.896	0.900	0.553	0.996
PRPF3	DDX23	9606.ENSP00000315379	9606.ENSP00000310723	0	0	0	0	0.467	0.964	0.900	0.667	0.999
PRPF3	USP39	9606.ENSP00000315379	9606.ENSP00000312981	0	0	0	0	0.168	0.855	0.900	0.666	0.995
PRPF3	ZGPAT	9606.ENSP00000315379	9606.ENSP00000332013	0	0	0	0	0.255	0.662	0	0	0.737
PRPF3	DHX16	9606.ENSP00000315379	9606.ENSP00000365625	0	0	0	0	0.188	0.303	0.900	0.589	0.973
PRPF3	SF3B2	9606.ENSP00000315379	9606.ENSP00000318861	0	0	0	0	0.163	0.998	0.900	0.504	0.999
PRPF3	LSM2	9606.ENSP00000315379	9606.ENSP00000364813	0	0	0	0	0.067	0.997	0.900	0.401	0.999
PRPF40B	CDK5RAP1	9606.ENSP00000448073	9606.ENSP00000217372	0	0.685	0	0	0.094	0	0	0	0.702
PRPF40B	SF3B2	9606.ENSP00000448073	9606.ENSP00000318861	0	0	0	0	0.058	0.797	0	0.383	0.871
PRPF6	DHX38	9606.ENSP00000266079	9606.ENSP00000268482	0	0	0	0	0.305	0.113	0	0.644	0.761
PRPF6	DDX39B	9606.ENSP00000266079	9606.ENSP00000416269	0	0	0	0	0.197	0.368	0.800	0.233	0.911
PRPF6	DHX16	9606.ENSP00000266079	9606.ENSP00000365625	0	0	0	0	0.126	0.289	0.900	0.520	0.966
PRPF6	USP39	9606.ENSP00000266079	9606.ENSP00000312981	0	0	0	0	0.095	0.864	0.720	0.653	0.986
PRPF6	LSM2	9606.ENSP00000266079	9606.ENSP00000364813	0	0	0	0	0.083	0.973	0.900	0.521	0.998
PRPF6	SF3B2	9606.ENSP00000266079	9606.ENSP00000318861	0	0	0	0	0.562	0.991	0.900	0.416	0.999
PRPF6	PRPF3	9606.ENSP00000266079	9606.ENSP00000315379	0	0	0	0	0.203	0.997	0.900	0.987	0.999
PRPF6	DDX23	9606.ENSP00000266079	9606.ENSP00000310723	0	0	0	0	0.645	0.973	0.800	0.903	0.999
PRPF6	SF3B4	9606.ENSP00000266079	9606.ENSP00000271628	0	0	0	0	0.092	0.991	0.900	0.463	0.999
PRR13	CD47	9606.ENSP00000412064	9606.ENSP00000355361	0	0	0	0	0.049	0	0	0.726	0.728
PRRC2A	GPANK1	9606.ENSP00000365201	9606.ENSP00000365071	0	0	0	0	0.060	0	0	0.715	0.720
PRRC2A	BAG6	9606.ENSP00000365201	9606.ENSP00000365131	0	0	0.220	0	0.369	0	0	0.710	0.844
PRRC2A	ABHD16A	9606.ENSP00000365201	9606.ENSP00000379282	0	0	0	0	0.095	0	0	0.741	0.755
PRRC2A	UBAP2L	9606.ENSP00000365201	9606.ENSP00000389445	0	0	0	0	0.210	0.508	0	0.431	0.760
PRRT1	DXO	9606.ENSP00000211413	9606.ENSP00000364498	0	0	0	0	0.054	0.086	0	0.695	0.713
PSEN2	NOTCH4	9606.ENSP00000355747	9606.ENSP00000364163	0	0	0	0	0	0.095	0.650	0.281	0.752
PSMB9	HLA-DQA1	9606.ENSP00000363993	9606.ENSP00000339398	0	0	0	0	0.223	0	0	0.638	0.707
PSMB9	BTN3A2	9606.ENSP00000363993	9606.ENSP00000366937	0	0	0	0	0.528	0	0	0.482	0.746
PSMB9	HLA-A	9606.ENSP00000363993	9606.ENSP00000379873	0	0	0	0	0.429	0	0	0.620	0.773
PSMB9	HLA-B	9606.ENSP00000363993	9606.ENSP00000399168	0	0	0	0	0.537	0	0	0.582	0.798
PSMB9	PSMC3	9606.ENSP00000363993	9606.ENSP00000481029	0	0	0	0	0.394	0.871	0	0.480	0.956
PSMB9	PSMC6	9606.ENSP00000363993	9606.ENSP00000484998	0	0	0	0	0.342	0.949	0	0.325	0.975
PSMC3	UBQLN4	9606.ENSP00000481029	9606.ENSP00000357292	0	0	0	0	0.092	0.994	0	0.131	0.995
PSMC3	PSMB9	9606.ENSP00000481029	9606.ENSP00000363993	0	0	0	0	0.394	0.871	0	0.480	0.956
PSMC3	PSMC6	9606.ENSP00000481029	9606.ENSP00000484998	0	0	0.092	0.887	0.747	0.999	0.720	0.782	0.999
PSMC6	UBQLN4	9606.ENSP00000484998	9606.ENSP00000357292	0	0	0	0	0.092	0.994	0	0.172	0.995
PSMC6	PSMB9	9606.ENSP00000484998	9606.ENSP00000363993	0	0	0	0	0.342	0.949	0	0.325	0.975
PSMC6	PSMC3	9606.ENSP00000484998	9606.ENSP00000481029	0	0	0.092	0.887	0.747	0.999	0.720	0.782	0.999
PTCD3	MRPS10	9606.ENSP00000254630	9606.ENSP00000053468	0	0	0	0	0.090	0.939	0.800	0.480	0.993
PTCD3	MRPL18	9606.ENSP00000254630	9606.ENSP00000356001	0	0	0	0	0.075	0.815	0	0	0.821
PTCD3	MCAT	9606.ENSP00000254630	9606.ENSP00000290429	0	0	0	0	0.055	0.860	0	0	0.862
PTCD3	MRPL21	9606.ENSP00000254630	9606.ENSP00000354580	0	0	0	0	0.055	0.815	0	0.299	0.866
PTCD3	MRPL9	9606.ENSP00000254630	9606.ENSP00000357823	0	0	0	0	0.106	0.815	0	0.313	0.876
PTCD3	MRPL45	9606.ENSP00000254630	9606.ENSP00000484903	0	0	0	0	0.055	0.815	0	0.446	0.894
PTCD3	MRPS21	9606.ENSP00000254630	9606.ENSP00000461930	0	0	0	0	0.097	0.855	0.800	0.413	0.982
PTCD3	MRPS18B	9606.ENSP00000254630	9606.ENSP00000259873	0	0	0	0	0.110	0.974	0.540	0.447	0.993
PTCD3	DAP3	9606.ENSP00000254630	9606.ENSP00000357320	0	0	0	0	0.367	0.971	0.800	0.544	0.998
QARS1	MRPS10	9606.ENSP00000307567	9606.ENSP00000053468	0.042	0	0	0	0.410	0.498	0	0.191	0.740
QARS1	TARS2	9606.ENSP00000307567	9606.ENSP00000358060	0.057	0	0	0	0.140	0	0	0.780	0.806
QARS1	SARS2	9606.ENSP00000307567	9606.ENSP00000472847	0	0	0	0	0.228	0	0	0.809	0.847
QARS1	VARS2	9606.ENSP00000307567	9606.ENSP00000441000	0	0	0	0	0.251	0.109	0	0.840	0.884
QARS1	VARS1	9606.ENSP00000307567	9606.ENSP00000364815	0.042	0	0	0	0.333	0.223	0	0.841	0.910
RAD51B	RAD9A	9606.ENSP00000419881	9606.ENSP00000311360	0	0	0	0	0.086	0.098	0.500	0.382	0.711
RAD51B	RAD54B	9606.ENSP00000419881	9606.ENSP00000336606	0.042	0	0	0	0.049	0.420	0	0.586	0.752
RAD51B	RAD51C	9606.ENSP00000419881	9606.ENSP00000336701	0	0	0	0.673	0.049	0.930	0.900	0.987	0.999
RAD51B	SFR1	9606.ENSP00000419881	9606.ENSP00000358742	0	0	0	0	0.049	0.045	0.900	0.193	0.916
RAD51B	POLD1	9606.ENSP00000419881	9606.ENSP00000472445	0.054	0	0	0	0.062	0.307	0.400	0.469	0.768
RAD51C	RAD9A	9606.ENSP00000336701	9606.ENSP00000311360	0	0	0	0	0.102	0.094	0.500	0.485	0.762
RAD51C	RAD54B	9606.ENSP00000336701	9606.ENSP00000336606	0.042	0	0	0	0.102	0.312	0	0.648	0.763
RAD51C	MUTYH	9606.ENSP00000336701	9606.ENSP00000500891	0	0	0	0	0.049	0	0	0.768	0.770
RAD51C	POLD1	9606.ENSP00000336701	9606.ENSP00000472445	0.054	0	0	0	0.090	0.186	0.400	0.622	0.812
RAD51C	SFR1	9606.ENSP00000336701	9606.ENSP00000358742	0	0	0	0	0.058	0.045	0.900	0.196	0.918
RAD51C	RAD51B	9606.ENSP00000336701	9606.ENSP00000419881	0	0	0	0.673	0.049	0.930	0.900	0.987	0.999
RAD54B	RAD51B	9606.ENSP00000336606	9606.ENSP00000419881	0.042	0	0	0	0.049	0.420	0	0.586	0.752
RAD54B	RAD51C	9606.ENSP00000336606	9606.ENSP00000336701	0.042	0	0	0	0.102	0.312	0	0.648	0.763
RAD9A	RAD51B	9606.ENSP00000311360	9606.ENSP00000419881	0	0	0	0	0.086	0.098	0.500	0.382	0.711
RAD9A	RAD51C	9606.ENSP00000311360	9606.ENSP00000336701	0	0	0	0	0.102	0.094	0.500	0.485	0.762
RAD9A	MDC1	9606.ENSP00000311360	9606.ENSP00000365588	0	0	0	0	0.064	0.251	0	0.898	0.922
RAD9A	MUTYH	9606.ENSP00000311360	9606.ENSP00000500891	0	0	0	0	0.084	0.536	0	0.891	0.949
RAD9A	ATRIP	9606.ENSP00000311360	9606.ENSP00000323099	0	0	0	0	0.081	0	0.500	0.985	0.992
RAPGEF4	ADCY6	9606.ENSP00000380271	9606.ENSP00000311405	0	0	0	0	0.106	0	0.900	0.706	0.971
RARG	RXRB	9606.ENSP00000388510	9606.ENSP00000363817	0	0	0	0.767	0.081	0.786	0.500	0.520	0.946
RBM39	SF3B2	9606.ENSP00000253363	9606.ENSP00000318861	0	0	0	0	0.218	0.409	0	0.482	0.739
RBM39	PRPF3	9606.ENSP00000253363	9606.ENSP00000315379	0	0	0	0	0.144	0.690	0	0.108	0.743
RBM39	TBX3	9606.ENSP00000253363	9606.ENSP00000257566	0	0	0	0	0.042	0	0	0.745	0.745
RBM39	DDX39B	9606.ENSP00000253363	9606.ENSP00000416269	0	0	0	0	0.162	0.450	0.800	0.257	0.922
RFX5	RFX7	9606.ENSP00000290524	9606.ENSP00000501317	0	0	0	0.731	0.074	0.618	0	0.430	0.780
RFX5	HLA-DRA	9606.ENSP00000290524	9606.ENSP00000378786	0	0	0	0	0.136	0.422	0	0.715	0.845
RFX7	RFX5	9606.ENSP00000501317	9606.ENSP00000290524	0	0	0	0.731	0.074	0.618	0	0.430	0.780
RGS17	ARHGEF1	9606.ENSP00000206262	9606.ENSP00000337261	0	0	0	0	0.055	0	0	0.788	0.791
RGS19	ARHGEF1	9606.ENSP00000378483	9606.ENSP00000337261	0	0	0	0	0.126	0	0	0.772	0.792
RHOA	CGN	9606.ENSP00000400175	9606.ENSP00000271636	0	0	0	0	0.042	0.070	0.800	0.642	0.927
